title,abstract,publish_time,journal,authors,year,abstract_word_count,title_word_count
COVID-19 virology study: 390,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2020-11-12,MedRxiv,Researcher 390 et al.,2020,18,4
COVID-19 diagnostic study: 391,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2020-06-01,BioRxiv,Researcher 391 et al.,2020,12,4
COVID-19 clinical study: 392,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-09-14,PLoS One,Researcher 392 et al.,2020,18,4
COVID-19 genetics study: 393,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-06-24,The Lancet,Researcher 393 et al.,2020,18,4
COVID-19 genetics study: 394,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2022-01-18,MedRxiv,Researcher 394 et al.,2022,18,4
COVID-19 clinical study: 395,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-03-22,BioRxiv,Researcher 395 et al.,2020,24,4
COVID-19 epidemiology study: 396,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-11-02,JAMA,Researcher 396 et al.,2020,24,4
COVID-19 public health study: 397,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2021-07-04,PLoS One,Researcher 397 et al.,2021,24,5
COVID-19 virology study: 398,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-04-22,Nature,Researcher 398 et al.,2020,18,4
COVID-19 economic study: 399,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-07-14,Journal of Medical Virology,Researcher 399 et al.,2022,18,4
COVID-19 diagnostic study: 400,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2022-03-22,The Lancet,Researcher 400 et al.,2022,24,4
COVID-19 clinical study: 401,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-08-20,BMJ,Researcher 401 et al.,2020,14,4
COVID-19 mental health study: 402,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2020-08-18,The Lancet,Researcher 402 et al.,2020,18,5
COVID-19 diagnostic study: 403,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2022-10-09,Nature Medicine,Researcher 403 et al.,2022,12,4
COVID-19 public health study: 404,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-08-26,Science,Researcher 404 et al.,2020,14,5
COVID-19 mental health study: 405,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2021-10-17,New England Journal of Medicine,Researcher 405 et al.,2021,21,5
COVID-19 treatment study: 406,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2021-06-26,MedRxiv,Researcher 406 et al.,2021,18,4
COVID-19 genetics study: 407,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-12-09,Science,Researcher 407 et al.,2020,12,4
COVID-19 treatment study: 408,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2020-02-26,Science,Researcher 408 et al.,2020,12,4
COVID-19 diagnostic study: 409,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2020-01-27,MedRxiv,Researcher 409 et al.,2020,24,4
COVID-19 public health study: 410,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-12-07,The Lancet,Researcher 410 et al.,2020,24,5
COVID-19 virology study: 411,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2022-03-10,MedRxiv,Researcher 411 et al.,2022,18,4
COVID-19 diagnostic study: 412,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2021-09-03,Nature Medicine,Researcher 412 et al.,2021,24,4
COVID-19 clinical study: 413,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-12-24,MedRxiv,Researcher 413 et al.,2021,24,4
COVID-19 vaccine study: 414,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2021-06-22,New England Journal of Medicine,Researcher 414 et al.,2021,24,4
COVID-19 diagnostic study: 415,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2021-11-23,New England Journal of Medicine,Researcher 415 et al.,2021,24,4
COVID-19 genetics study: 416,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2022-11-15,Science,Researcher 416 et al.,2022,12,4
COVID-19 genetics study: 417,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2021-04-27,Nature,Researcher 417 et al.,2021,18,4
COVID-19 diagnostic study: 418,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2020-06-20,Journal of Medical Virology,Researcher 418 et al.,2020,24,4
COVID-19 mental health study: 419,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-04-03,Nature Medicine,Researcher 419 et al.,2022,12,5
COVID-19 vaccine study: 420,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2022-02-21,Nature,Researcher 420 et al.,2022,14,4
COVID-19 clinical study: 421,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2021-06-03,Cell,Researcher 421 et al.,2021,12,4
COVID-19 diagnostic study: 422,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2021-11-10,Cell,Researcher 422 et al.,2021,24,4
COVID-19 mental health study: 423,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-01-16,PLoS One,Researcher 423 et al.,2020,24,5
COVID-19 genetics study: 424,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2021-09-27,Science,Researcher 424 et al.,2021,18,4
COVID-19 genetics study: 425,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2022-12-02,New England Journal of Medicine,Researcher 425 et al.,2022,24,4
COVID-19 public health study: 426,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-04-01,The Lancet,Researcher 426 et al.,2020,24,5
COVID-19 diagnostic study: 427,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2022-10-25,New England Journal of Medicine,Researcher 427 et al.,2022,12,4
COVID-19 vaccine study: 428,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2021-05-15,BioRxiv,Researcher 428 et al.,2021,18,4
COVID-19 epidemiology study: 429,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-06-19,BioRxiv,Researcher 429 et al.,2022,24,4
COVID-19 vaccine study: 430,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-11-24,New England Journal of Medicine,Researcher 430 et al.,2020,24,4
COVID-19 genetics study: 431,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-04-02,BioRxiv,Researcher 431 et al.,2021,12,4
COVID-19 genetics study: 432,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2021-09-13,BMJ,Researcher 432 et al.,2021,12,4
COVID-19 treatment study: 433,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-01-13,New England Journal of Medicine,Researcher 433 et al.,2020,24,4
COVID-19 genetics study: 434,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2022-01-09,PLoS One,Researcher 434 et al.,2022,18,4
COVID-19 clinical study: 435,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2022-01-10,Nature,Researcher 435 et al.,2022,18,4
COVID-19 economic study: 436,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2020-10-06,Cell,Researcher 436 et al.,2020,12,4
